GIDTR,State,State_name,County,County_name,Tract,Tot_Housing_Units_CEN_2010,Tot_Housing_Units_ACS_12_16,Tot_Housing_Units_ACSMOE_12_16,Tot_Occp_Units_CEN_2010,Tot_Occp_Units_ACS_12_16,Tot_Occp_Units_ACSMOE_12_16,Tot_Vacant_Units_CEN_2010,Tot_Vacant_Units_ACS_12_16,Tot_Vacant_Units_ACSMOE_12_16,Renter_Occp_HU_CEN_2010,Renter_Occp_HU_ACS_12_16,Renter_Occp_HU_ACSMOE_12_16,Owner_Occp_HU_CEN_2010,Owner_Occp_HU_ACS_12_16,Owner_Occp_HU_ACSMOE_12_16,Single_Unit_ACS_12_16,Single_Unit_ACSMOE_12_16,MLT_U2_9_STRC_ACS_12_16,MLT_U2_9_STRC_ACSMOE_12_16,MLT_U10p_ACS_12_16,MLT_U10p_ACSMOE_12_16,Mobile_Homes_ACS_12_16,Mobile_Homes_ACSMOE_12_16,Crowd_Occp_U_ACS_12_16,Crowd_Occp_U_ACSMOE_12_16,Occp_U_NO_PH_SRVC_ACS_12_16,Occp_U_NO_PH_SRVC_ACSMOE_12_16,No_Plumb_ACS_12_16,No_Plumb_ACSMOE_12_16,Recent_Built_HU_ACS_12_16,Recent_Built_HU_ACSMOE_12_16,Med_House_Value_ACS_12_16,Med_House_Value_ACSMOE_12_16,Aggr_House_Value_ACS_12_16,Aggr_House_Value_ACSMOE_12_16
09001073000,09,Connecticut,001,Fairfield County,073000,698,680,30,658,591,49,40,89,46,211,151,61,447,440,57,452,69,215,72,13,23,0,12,4,14,0,12,0,12,0,12,202100,23493,89609000,15817094
09001073100,09,Connecticut,001,Fairfield County,073100,2473,2502,80,2348,2293,130,125,209,115,1106,1273,197,1242,1020,182,1131,195,746,220,625,194,0,17,81,90,9,23,0,17,0,17,154500,29113,148445400,34094612
09001073200,09,Connecticut,001,Fairfield County,073200,1186,1213,35,1111,1133,74,75,80,67,297,278,96,814,855,113,312,111,548,141,353,108,0,12,74,55,22,37,10,15,0,12,55600,10207,60145000,13293508
09001073300,09,Connecticut,001,Fairfield County,073300,1457,1461,44,1274,1259,97,183,202,89,765,851,125,509,408,88,445,128,577,145,439,126,0,12,98,69,25,31,0,12,0,12,154000,10780,61883000,14201262
09001073400,09,Connecticut,001,Fairfield County,073400,1549,1590,32,1411,1372,94,138,218,90,751,777,118,660,595,109,601,134,850,166,139,72,0,12,72,57,8,18,0,12,0,12,157700,14597,95391500,21992064
09001073500,09,Connecticut,001,Fairfield County,073500,1313,1287,56,1118,1105,86,195,182,77,860,834,127,258,271,79,250,82,892,177,145,69,0,12,91,73,19,22,31,37,0,12,171400,13073,68857400,78274735
09001073600,09,Connecticut,001,Fairfield County,073600,821,844,28,713,707,58,108,137,53,563,529,66,150,178,53,118,44,684,108,42,27,0,12,71,41,9,19,22,25,0,12,175000,15418,42452000,22780335
09001073700,09,Connecticut,001,Fairfield County,073700,1963,2000,67,1742,1617,131,221,383,101,1231,1048,147,511,569,110,412,123,1211,197,377,106,0,12,101,74,28,26,109,71,0,12,161300,27575,100019100,26481198
09001073800,09,Connecticut,001,Fairfield County,073800,812,829,28,696,724,53,116,105,48,561,605,60,135,119,39,103,38,608,95,118,48,0,12,65,43,4,14,33,30,0,12,142400,12092,17231000,6470505
09001073900,09,Connecticut,001,Fairfield County,073900,1350,1402,39,1151,1179,94,199,223,83,919,954,108,232,225,87,151,75,880,183,371,112,0,12,84,68,56,46,74,45,0,12,158100,22982,33892000,15235456
09001074000,09,Connecticut,001,Fairfield County,074000,669,688,28,616,628,38,53,60,35,428,500,54,188,128,41,190,49,378,80,120,52,0,12,14,16,18,19,17,20,0,12,123800,24727,14990000,5758290
09001074300,09,Connecticut,001,Fairfield County,074300,1780,1751,59,1508,1453,115,272,298,92,994,967,131,514,486,96,357,113,1183,192,211,74,0,12,89,56,75,51,46,40,0,12,112900,46176,50957500,12808886
09001074400,09,Connecticut,001,Fairfield County,074400,1755,1747,66,1402,1433,98,353,314,82,975,1066,114,427,367,100,317,85,1261,164,169,72,0,12,101,69,29,37,15,25,0,12,129400,33784,51485700,15753504
09001080100,09,Connecticut,001,Fairfield County,080100,1933,1988,91,1825,1826,127,108,162,95,594,431,144,1231,1395,153,1170,194,558,144,253,105,0,12,31,49,0,12,8,13,0,12,187500,10578,242847200,30916684
09001080200,09,Connecticut,001,Fairfield County,080200,1617,1794,62,1487,1738,80,130,56,50,590,631,131,897,1107,139,1124,173,611,137,59,47,0,12,49,49,9,18,0,12,0,12,198200,10505,207499300,29851848
09001080400,09,Connecticut,001,Fairfield County,080400,2268,2458,77,2158,2077,200,110,381,183,866,873,209,1292,1204,254,1710,268,748,222,0,17,0,17,19,35,0,17,0,17,0,17,160400,14306,210341500,53398136
09001080500,09,Connecticut,001,Fairfield County,080500,1490,1556,38,1381,1418,85,109,138,79,188,156,86,1193,1262,100,1383,91,64,55,109,57,0,12,15,27,9,18,0,12,0,12,323700,16752,418524300,38254127
09001080600,09,Connecticut,001,Fairfield County,080600,1197,1139,59,1146,1121,62,51,18,28,362,418,82,784,703,70,686,89,84,49,369,94,0,12,7,17,14,30,0,12,0,12,223700,15622,164439300,19944920
09001080700,09,Connecticut,001,Fairfield County,080700,929,963,38,861,878,63,68,85,54,311,390,77,550,488,72,551,101,224,70,188,60,0,12,29,27,10,12,0,12,0,12,241000,32279,115252500,18788567
09001080800,09,Connecticut,001,Fairfield County,080800,1879,1916,72,1832,1890,80,47,26,38,151,193,93,1681,1697,99,1634,98,137,73,145,54,0,12,0,12,9,19,0,12,0,12,265800,6712,424695800,29110616
09001080900,09,Connecticut,001,Fairfield County,080900,1914,2028,59,1847,1884,95,67,144,70,301,334,113,1546,1550,119,1754,123,139,67,135,52,0,17,40,36,17,29,14,21,0,17,230500,7017,369038900,47169234
09001081000,09,Connecticut,001,Fairfield County,081000,1793,1873,51,1740,1697,104,53,176,86,151,179,68,1589,1518,110,1526,130,269,93,78,53,0,12,0,12,41,32,0,12,0,12,225100,11824,330462200,39054571
09001081100,09,Connecticut,001,Fairfield County,081100,1816,1874,72,1766,1791,89,50,83,63,94,52,37,1672,1739,89,1846,81,19,23,9,19,0,12,16,30,18,22,0,12,0,12,275500,8691,523220900,73790777
09001081200,09,Connecticut,001,Fairfield County,081200,1996,2097,60,1943,1946,93,53,151,79,117,163,75,1826,1783,113,2045,101,33,36,19,25,0,17,0,17,9,22,0,17,0,17,306100,14438,551702300,45992554
09001081300,09,Connecticut,001,Fairfield County,081300,2259,2426,72,2109,2274,133,150,152,117,154,330,129,1955,1944,129,1789,206,461,141,176,90,0,17,19,33,0,17,66,75,13,21,325900,27011,699653300,127204015
09001090100,09,Connecticut,001,Fairfield County,090100,1248,1205,33,1179,1165,47,69,40,46,170,164,68,1009,1001,77,1070,86,28,29,107,60,0,12,0,12,15,20,8,12,0,12,488600,22193,510976400,57270089
09001090200,09,Connecticut,001,Fairfield County,090200,2928,2797,65,2818,2745,102,110,52,81,243,215,101,2575,2530,125,2610,144,155,84,32,39,0,17,40,56,0,17,18,28,0,17,386900,15446,1018050100,67807440
09001090300,09,Connecticut,001,Fairfield County,090300,1670,1579,46,1629,1502,65,41,77,54,86,97,48,1543,1405,77,1561,87,18,23,0,12,0,12,0,12,7,16,0,12,0,12,374900,11363,550013000,36509564
09001090400,09,Connecticut,001,Fairfield County,090400,2463,2359,55,2384,2215,98,79,144,98,565,575,126,1819,1640,131,1798,145,100,86,461,181,0,17,19,34,30,35,0,17,0,17,342000,10694,540541500,53085927
09001090500,09,Connecticut,001,Fairfield County,090500,1715,1647,37,1663,1605,63,52,42,52,159,99,46,1504,1506,75,1571,78,58,56,18,18,0,12,0,12,22,37,0,12,0,12,354900,12670,557030000,42319292
09001090600,09,Connecticut,001,Fairfield County,090600,1357,1276,47,1305,1161,68,52,115,66,264,218,62,1041,943,93,1072,68,167,46,37,45,0,12,1,13,0,12,0,12,0,12,458100,25061,455626000,54743295
09001090700,09,Connecticut,001,Fairfield County,090700,1776,1671,55,1747,1647,71,29,24,36,59,98,60,1688,1549,89,1660,57,11,25,0,17,0,17,0,17,0,17,0,17,0,17,468700,17588,759553200,76659492
09001100100,09,Connecticut,001,Fairfield County,100100,2125,2178,84,2050,2114,96,75,64,72,190,315,117,1860,1799,141,1786,179,360,129,0,17,32,49,0,17,15,30,0,17,0,17,365100,30551,967899000,345618152
09001100200,09,Connecticut,001,Fairfield County,100200,2439,2589,94,2384,2535,123,55,54,83,151,74,52,2233,2461,125,2508,103,65,50,16,31,0,17,11,25,48,51,0,17,0,17,356300,17218,900466200,66186498
09001100300,09,Connecticut,001,Fairfield County,100300,2354,2451,87,2301,2195,117,53,256,118,176,195,96,2125,2000,126,2295,161,156,92,0,17,0,17,13,27,15,30,0,17,0,17,409500,24807,787810100,60548449
09001105100,09,Connecticut,001,Fairfield County,105100,1504,1531,69,1432,1446,77,72,85,61,78,44,27,1354,1402,74,1522,71,9,19,0,12,0,12,3,14,20,25,10,15,0,12,606400,29647,863757400,81752083
09001105200,09,Connecticut,001,Fairfield County,105200,1211,1253,62,1145,1226,64,66,27,34,93,100,58,1052,1126,65,1232,67,21,27,0,12,0,12,0,12,12,22,0,12,16,19,660300,40424,760940200,68150242
09001110100,09,Connecticut,001,Fairfield County,110100,1111,1229,55,997,1121,91,114,108,76,717,798,112,280,323,89,298,99,597,163,334,86,0,12,0,12,7,16,0,12,0,12,231400,13591,73709700,19937552
09001110201,09,Connecticut,001,Fairfield County,110201,1973,2079,64,1870,1963,94,103,116,82,426,473,116,1444,1490,132,1600,136,392,119,59,38,28,16,15,25,16,19,0,17,0,17,272900,13967,393470600,41596223
09001110202,09,Connecticut,001,Fairfield County,110202,2073,2256,60,1953,2114,105,120,142,97,428,455,109,1525,1659,122,1815,159,173,74,244,90,9,13,32,36,26,25,16,24,0,17,318200,14556,516628800,45200431
09001110301,09,Connecticut,001,Fairfield County,110301,2936,3091,92,2756,2851,151,180,240,141,506,458,110,2250,2393,165,2348,255,489,150,81,68,173,44,0,17,27,31,0,17,0,17,297900,15978,766597900,94246554
09001110302,09,Connecticut,001,Fairfield County,110302,1186,1209,75,1072,1040,110,114,169,95,253,262,81,819,778,91,731,72,257,83,164,66,57,29,0,12,10,20,0,12,9,14,344200,31682,286902900,42197481
09001110400,09,Connecticut,001,Fairfield County,110400,1768,1863,58,1730,1760,80,38,103,64,63,21,23,1667,1739,83,1854,68,9,18,0,12,0,12,0,12,0,12,0,12,0,12,381900,13041,696896400,57316676
09001110500,09,Connecticut,001,Fairfield County,110500,2069,2119,81,2040,2040,106,29,79,81,68,71,69,1972,1969,119,2119,115,0,17,0,17,0,17,16,29,15,30,0,17,0,17,389000,16070,789164000,59341755
09001110600,09,Connecticut,001,Fairfield County,110600,3030,3195,84,2907,2914,149,123,281,167,384,419,151,2523,2495,170,2945,209,236,120,14,28,0,17,0,17,38,38,0,17,0,17,360700,12867,905550800,91812921
09001200100,09,Connecticut,001,Fairfield County,200100,1500,1513,70,1384,1483,78,116,30,47,466,451,105,918,1032,118,1021,124,420,122,72,35,0,12,27,29,24,23,15,18,9,14,262300,19134,315620000,60134115
09001200200,09,Connecticut,001,Fairfield County,200200,2277,2397,106,2140,2209,158,137,188,158,815,751,183,1325,1458,167,1413,211,723,207,261,141,0,12,15,26,36,36,52,83,0,12,274200,20641,440259600,104135182
09001200301,09,Connecticut,001,Fairfield County,200301,1647,1680,71,1599,1680,71,48,0,17,110,214,77,1489,1466,90,1582,91,42,55,56,57,0,17,0,17,18,19,0,17,0,17,359500,9701,568846000,70873414
09001200302,09,Connecticut,001,Fairfield County,200302,1886,1973,63,1815,1838,103,71,135,87,176,182,75,1639,1656,127,1872,139,74,38,27,45,0,17,0,17,36,54,26,42,41,64,391600,16143,714737000,113114207
09001205100,09,Connecticut,001,Fairfield County,205100,1724,1695,82,1510,1557,85,214,138,75,238,258,72,1272,1299,92,1473,116,138,68,84,60,0,12,15,23,25,30,35,40,8,12,387400,25853,524199700,57556334
09001205200,09,Connecticut,001,Fairfield County,205200,2527,2510,115,2409,2253,158,118,257,159,153,302,122,2256,1951,160,2269,161,110,85,131,100,0,17,0,17,5,20,0,17,32,28,377100,18573,781657900,81057955
09001205300,09,Connecticut,001,Fairfield County,205300,2311,2388,121,2210,2232,140,101,156,121,389,531,176,1821,1701,190,1372,168,605,215,411,166,0,17,31,38,0,17,0,17,0,17,309300,26581,526829500,53746760
09001210100,09,Connecticut,001,Fairfield County,210100,2587,2719,106,2295,2519,155,292,200,107,1933,2072,180,362,447,106,264,106,1331,269,1124,237,0,17,205,133,62,61,24,39,0,17,230000,18206,100969900,26582631
09001210200,09,Connecticut,001,Fairfield County,210200,2016,2125,90,1838,1761,135,178,364,118,1331,1241,159,507,520,99,354,100,1577,202,175,75,19,31,187,90,24,21,111,69,17,20,243300,35411,123376000,25526917
09001210300,09,Connecticut,001,Fairfield County,210300,2003,2062,65,1890,1888,103,113,174,96,1029,944,144,861,944,125,912,141,883,167,267,97,0,17,131,92,15,23,22,35,0,17,250800,20886,240577500,46292113
09001210400,09,Connecticut,001,Fairfield County,210400,3382,3469,114,3199,3291,148,183,178,124,1181,1190,208,2018,2101,231,1995,277,1015,260,459,165,0,17,67,69,37,52,0,17,0,17,241500,13890,503731200,61584207
09001210500,09,Connecticut,001,Fairfield County,210500,3320,3763,184,3017,3441,233,303,322,176,819,1190,203,2198,2251,212,2381,235,312,137,835,220,235,94,44,46,64,62,0,17,54,43,328600,16342,705373200,71823681
09001210600,09,Connecticut,001,Fairfield County,210600,2406,2404,87,2224,2186,148,182,218,147,1153,1126,210,1071,1060,171,855,185,1160,294,389,174,0,17,132,99,13,27,0,17,0,17,275200,20838,275381200,63614239
09001210701,09,Connecticut,001,Fairfield County,210701,1768,1791,75,1639,1549,130,129,242,121,1100,1141,143,539,408,94,478,119,1213,237,100,59,0,17,98,86,42,37,46,54,0,17,223900,59659,104188400,34488292
09001210702,09,Connecticut,001,Fairfield County,210702,1593,1623,65,1494,1490,97,99,133,79,768,812,120,726,678,111,619,122,715,154,285,122,4,7,124,73,0,12,25,40,9,14,210400,56047,164238400,33586926
09001210800,09,Connecticut,001,Fairfield County,210800,1852,1913,59,1734,1761,88,118,152,82,267,352,111,1467,1409,128,1415,131,238,89,242,107,18,24,76,65,7,21,0,17,0,17,340900,20834,516588000,52657425
09001210900,09,Connecticut,001,Fairfield County,210900,2151,2194,58,2079,2071,112,72,123,99,318,308,104,1761,1763,124,1871,144,193,122,130,71,0,12,0,12,16,29,45,70,16,25,358800,22705,647882000,67847765
09001211000,09,Connecticut,001,Fairfield County,211000,1567,1589,82,1486,1488,95,81,101,61,205,306,88,1281,1182,102,1239,98,227,84,123,57,0,12,59,55,13,19,5,9,0,12,296800,17815,352232600,31162800
09001211100,09,Connecticut,001,Fairfield County,211100,17,7,8,15,7,8,2,0,12,10,7,8,5,0,12,4,14,3,13,0,12,0,12,0,12,3,13,0,12,0,12,,,,
09001211200,09,Connecticut,001,Fairfield County,211200,2664,2746,134,2469,2494,167,195,252,140,665,682,172,1804,1812,190,1646,202,628,195,472,167,0,17,99,88,74,78,58,73,0,17,258800,15820,484073000,58058421
09001211300,09,Connecticut,001,Fairfield County,211300,1491,1517,52,1347,1317,82,144,200,76,118,119,71,1229,1198,94,1479,57,38,29,0,12,0,12,0,12,0,12,0,12,0,12,320400,18834,392991000,36363180
09001211400,09,Connecticut,001,Fairfield County,211400,2337,2391,62,2181,2163,142,156,228,133,466,592,148,1715,1571,153,1663,189,98,64,411,155,219,71,50,63,34,38,0,17,0,17,317500,15481,447617900,56247013
09001220100,09,Connecticut,001,Fairfield County,220100,1851,1872,80,1741,1699,92,110,173,80,105,71,45,1636,1628,97,1829,90,35,55,0,12,8,12,12,22,0,12,46,58,0,12,337800,26261,559658400,36658803
09001220200,09,Connecticut,001,Fairfield County,220200,1713,1778,64,1637,1749,68,76,29,43,79,132,71,1558,1617,107,1738,76,40,40,0,17,0,17,39,58,8,21,8,13,0,17,368700,14464,645737700,71152246
09001220300,09,Connecticut,001,Fairfield County,220300,2029,2055,67,1424,1347,118,605,708,119,131,134,56,1293,1213,113,1985,81,70,39,0,12,0,12,29,36,17,23,99,87,0,12,356200,21781,518135600,72913499
09001230100,09,Connecticut,001,Fairfield County,230100,2796,2848,83,2550,2635,157,246,213,138,273,359,128,2277,2276,159,2467,158,198,114,183,106,0,17,21,36,44,72,56,73,0,17,423600,29223,955421800,71941659
09001230200,09,Connecticut,001,Fairfield County,230200,732,753,38,696,699,44,36,54,28,63,55,25,633,644,48,725,38,26,20,2,12,0,12,0,12,5,14,0,12,6,7,407500,17588,282427700,29640020
09001230300,09,Connecticut,001,Fairfield County,230300,1286,1322,40,1220,1264,57,66,58,48,81,149,82,1139,1115,93,1266,61,9,18,0,12,47,44,23,33,11,21,0,12,0,12,420000,23303,522387300,56180481
09001230400,09,Connecticut,001,Fairfield County,230400,2041,2094,62,1962,2094,62,79,0,17,153,209,70,1809,1885,97,2045,74,49,31,0,17,0,17,8,22,0,17,0,17,0,17,400200,38746,929694100,79041237
09001230501,09,Connecticut,001,Fairfield County,230501,1533,1568,58,1424,1481,68,109,87,55,112,194,75,1312,1287,86,1443,93,71,55,54,59,0,12,0,12,17,22,17,29,0,12,393600,28432,525940800,40230892
09001230502,09,Connecticut,001,Fairfield County,230502,1673,1675,62,1607,1623,77,66,52,57,311,424,94,1296,1199,89,1397,77,164,61,35,30,79,47,20,24,8,19,0,12,0,12,369200,15874,441122700,31795938
09001240100,09,Connecticut,001,Fairfield County,240100,2011,2056,112,1810,1786,113,201,270,115,398,382,100,1412,1404,111,1593,100,121,75,311,73,31,51,0,12,0,12,0,12,0,12,575100,33193,839281000,76033346
09001240200,09,Connecticut,001,Fairfield County,240200,1800,1854,81,1660,1710,97,140,144,71,169,176,76,1491,1534,116,1803,107,51,55,0,12,0,12,0,12,0,12,7,12,0,12,625900,29508,1053593000,136541764
09001245100,09,Connecticut,001,Fairfield County,245100,998,992,41,952,948,51,46,44,31,51,72,37,901,876,60,981,43,7,14,4,14,0,12,0,12,4,14,0,12,0,12,593200,27608,555787000,53908855
09001245200,09,Connecticut,001,Fairfield County,245200,1570,1618,48,1479,1554,69,91,64,60,167,184,67,1312,1370,85,1504,86,25,40,89,59,0,12,0,12,10,18,0,12,0,12,606700,36676,1019249500,180823287
09001245300,09,Connecticut,001,Fairfield County,245300,2386,2417,84,2170,2116,150,216,301,149,665,636,151,1505,1480,157,1391,171,736,200,290,123,0,12,14,24,43,41,31,48,0,12,575500,49874,882008800,135766680
09001245400,09,Connecticut,001,Fairfield County,245400,1177,1191,45,1117,1174,52,60,17,26,91,110,54,1026,1064,58,1103,67,67,45,21,36,0,12,7,16,18,22,0,12,8,12,740400,69040,854828300,68637790
09001245500,09,Connecticut,001,Fairfield County,245500,1168,1184,33,1089,1095,81,79,89,72,210,244,68,879,851,67,1010,100,112,68,62,58,0,12,0,12,0,12,0,12,27,42,820500,45187,691659100,87763034
09001245600,09,Connecticut,001,Fairfield County,245600,2121,2044,105,1994,2022,104,127,22,39,222,110,73,1772,1912,113,1983,112,61,72,0,17,0,17,0,17,0,17,0,17,0,17,786300,73056,1526534400,158479684
09001257100,09,Connecticut,001,Fairfield County,257100,1831,1708,99,1388,1430,84,443,278,86,110,141,60,1278,1289,108,1708,111,0,12,0,12,0,12,7,16,0,12,0,12,8,12,472000,33863,722513200,144645470
09001257200,09,Connecticut,001,Fairfield County,257200,1540,1578,53,1335,1349,116,205,229,93,1021,916,140,314,433,117,328,118,1062,201,188,83,0,12,35,41,45,39,0,12,0,12,190300,19394,84620000,26833598
09001990000,09,Connecticut,001,Fairfield County,990000,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,,,
09003330100,09,Connecticut,003,Hartford County,330100,856,851,47,789,777,49,67,74,26,61,68,25,728,709,44,829,45,22,22,0,12,0,12,8,14,3,13,3,4,0,12,266300,12362,199782700,19052880
09003400100,09,Connecticut,003,Hartford County,400100,3109,3201,134,2970,3034,153,139,167,124,722,948,185,2248,2086,172,2003,179,924,244,244,104,30,35,11,25,15,30,14,22,0,17,264100,14664,570124200,67332876
09003400200,09,Connecticut,003,Hartford County,400200,2186,2297,98,2095,2140,118,91,157,106,184,171,83,1911,1969,134,2070,132,62,76,165,90,0,17,19,33,16,30,0,17,0,17,360300,12048,718675200,62179665
09003400300,09,Connecticut,003,Hartford County,400300,2845,2929,109,2743,2860,131,102,69,72,310,227,92,2433,2633,138,2601,161,249,134,79,57,0,17,0,17,58,53,0,17,0,17,268400,8949,701540500,50660642
09003405100,09,Connecticut,003,Hartford County,405100,1416,1381,73,1286,1265,92,130,116,75,519,521,123,767,744,97,775,113,595,170,11,21,0,12,0,12,8,18,36,46,0,12,202100,18086,167237000,35803163
09003405200,09,Connecticut,003,Hartford County,405200,1994,1965,46,1879,1735,131,115,230,121,514,473,108,1365,1262,145,1233,134,467,145,169,70,96,57,15,21,36,50,33,53,0,12,180000,7847,223563300,26195246
09003405300,09,Connecticut,003,Hartford County,405300,2799,2763,67,2691,2577,118,108,186,126,886,834,156,1805,1743,160,1858,201,246,125,659,149,0,17,0,17,30,35,15,25,0,17,173900,8338,302078500,28215930
09003405401,09,Connecticut,003,Hartford County,405401,1400,1378,78,1330,1315,87,70,63,60,219,206,95,1111,1109,86,1187,103,168,92,23,30,0,12,0,12,8,17,0,12,0,12,247800,17504,256019700,22556304
09003405402,09,Connecticut,003,Hartford County,405402,2174,2261,87,2009,2082,140,165,179,133,926,1165,192,1083,917,183,732,165,858,247,671,210,0,12,33,34,0,12,0,12,0,12,138100,8160,146109600,34956991
09003405500,09,Connecticut,003,Hartford County,405500,2304,2307,76,2166,2229,104,138,78,83,616,491,147,1550,1738,132,1585,187,560,189,162,85,0,17,0,17,52,42,28,32,0,17,168000,11470,308540100,30199733
09003405600,09,Connecticut,003,Hartford County,405600,3077,3087,99,2823,2770,176,254,317,169,1052,970,211,1771,1800,173,1598,192,1433,280,37,48,0,17,15,30,45,48,76,86,0,17,167900,10903,384367300,48222186
09003405700,09,Connecticut,003,Hartford County,405700,1127,1094,53,1025,948,89,102,146,79,635,516,98,390,432,91,398,105,460,123,236,81,0,12,0,12,34,43,22,36,0,12,144200,12263,61738000,14512698
09003405800,09,Connecticut,003,Hartford County,405800,3083,3050,77,2939,2977,99,144,73,75,643,521,154,2296,2456,185,2306,173,567,175,101,82,76,32,11,25,19,34,11,19,0,17,238200,16939,635201400,81032445
09003405900,09,Connecticut,003,Hartford County,405900,1819,1822,54,1757,1772,65,62,50,51,180,257,82,1577,1515,92,1635,90,124,64,63,65,0,12,44,63,17,22,9,14,0,12,217700,11860,333418900,23525179
09003406001,09,Connecticut,003,Hartford County,406001,1779,1819,53,1686,1766,73,93,53,55,866,923,112,820,843,103,945,119,578,141,296,95,0,12,60,55,41,43,0,12,37,20,200300,13160,161420100,22391916
09003406002,09,Connecticut,003,Hartford County,406002,2077,2044,58,2029,1988,95,48,56,82,456,457,96,1573,1531,108,1639,144,59,45,346,122,0,12,13,23,53,63,0,12,0,12,225800,10380,339563300,30877767
09003406100,09,Connecticut,003,Hartford County,406100,1962,1946,76,1700,1561,141,262,385,119,1421,1300,151,279,261,78,303,90,1098,192,545,121,0,12,20,27,30,30,15,23,0,12,203000,53942,52948000,19123843
09003410101,09,Connecticut,003,Hartford County,410101,1905,2019,77,1856,1958,85,49,61,63,111,132,67,1745,1826,100,1956,84,54,37,9,22,0,17,0,17,0,17,0,17,0,17,315900,29268,597257100,37770173
09003410102,09,Connecticut,003,Hartford County,410102,1484,1510,67,1435,1408,60,49,102,54,86,124,63,1349,1284,84,1426,108,77,65,7,17,0,12,0,12,7,16,0,12,8,13,330700,20426,433331400,32406113
09003415300,09,Connecticut,003,Hartford County,415300,1029,1093,34,842,905,74,187,188,70,654,694,91,188,211,76,47,28,980,129,66,47,0,12,32,34,66,48,12,19,0,12,163900,24419,35493100,14015465
09003415400,09,Connecticut,003,Hartford County,415400,2480,2508,92,2280,2297,146,200,211,122,1229,1402,217,1051,895,194,697,152,1641,295,170,109,0,17,93,88,42,43,0,17,0,17,138300,11365,121203500,28128170
09003415500,09,Connecticut,003,Hartford County,415500,1179,1255,62,1048,1085,111,131,170,90,668,842,137,380,243,92,344,116,856,173,55,50,0,12,25,38,11,21,23,38,0,12,145900,25254,39715900,17363646
09003415600,09,Connecticut,003,Hartford County,415600,1817,1858,74,1651,1691,102,166,167,78,1147,1179,124,504,512,108,328,96,983,164,547,118,0,12,18,35,24,22,37,42,0,12,130000,15225,67977500,13943927
09003415700,09,Connecticut,003,Hartford County,415700,1475,1493,54,1326,1278,109,149,215,101,726,675,134,600,603,98,417,103,924,159,152,90,0,12,27,41,36,33,0,12,0,12,156300,13984,89975900,14605989
09003415800,09,Connecticut,003,Hartford County,415800,1201,1187,60,1057,1049,82,144,138,76,679,712,98,378,337,70,255,76,575,148,353,95,0,12,19,23,65,43,84,61,0,12,177000,18083,58711000,12910414
09003415900,09,Connecticut,003,Hartford County,415900,804,802,28,717,707,49,87,95,43,609,589,60,108,118,41,55,31,639,88,108,49,0,12,6,16,27,26,10,16,0,12,140300,19573,22970000,11420452
09003416000,09,Connecticut,003,Hartford County,416000,2167,2210,90,1908,1894,138,259,316,119,1445,1457,162,463,437,120,219,75,1738,201,253,92,0,12,104,59,55,47,0,12,0,12,194300,19380,78060400,24620151
09003416100,09,Connecticut,003,Hartford County,416100,2127,2249,71,1815,1929,121,312,320,102,1395,1558,138,420,371,97,323,88,1609,223,317,100,0,17,205,90,90,71,64,43,0,17,125300,18111,46928000,12028675
09003416200,09,Connecticut,003,Hartford County,416200,1374,1426,60,1233,1222,113,141,204,98,1074,1087,113,159,135,55,133,74,830,187,463,152,0,12,75,60,69,50,0,12,0,12,114800,10582,15135000,6411329
09003416300,09,Connecticut,003,Hartford County,416300,1695,1705,63,1541,1456,111,154,249,94,962,1011,121,579,445,89,449,93,782,164,474,90,0,12,52,38,81,55,29,33,0,12,151600,10523,67279800,14954350
09003416400,09,Connecticut,003,Hartford County,416400,1363,1329,42,1299,1290,58,64,39,47,187,183,92,1112,1107,95,1105,91,210,79,14,25,0,12,0,12,26,29,44,48,0,12,217300,20321,239706600,25753632
09003416500,09,Connecticut,003,Hartford County,416500,1852,1879,78,1721,1747,120,131,132,91,607,707,154,1114,1040,154,1085,128,638,186,134,81,22,36,7,16,29,30,0,12,43,56,160400,4552,169067000,25134897
09003416600,09,Connecticut,003,Hartford County,416600,1255,1321,55,1134,1212,77,121,109,54,836,976,86,298,236,66,266,83,734,125,311,108,10,15,42,41,54,44,16,26,0,12,153800,15921,40184000,12946468
09003416700,09,Connecticut,003,Hartford County,416700,2762,2707,132,2487,2499,188,275,208,150,939,1081,274,1548,1418,263,1571,214,751,227,374,180,11,18,91,69,75,71,32,53,10,16,143900,12056,203906000,41157339
09003416800,09,Connecticut,003,Hartford County,416800,1350,1330,52,1217,1099,98,133,231,102,417,375,81,800,724,103,738,114,438,117,154,86,0,12,47,48,0,12,13,23,0,12,167400,8234,117272800,17460609
09003417100,09,Connecticut,003,Hartford County,417100,1039,1035,60,861,870,73,178,165,66,807,799,89,54,71,44,32,25,366,88,637,120,0,12,14,23,87,52,30,33,0,12,108500,24866,8685000,5812494
09003417200,09,Connecticut,003,Hartford County,417200,805,804,30,738,652,64,67,152,58,425,353,69,313,299,60,316,58,120,65,368,87,0,12,5,14,14,24,0,12,0,12,152800,18143,80247800,62266126
09003417300,09,Connecticut,003,Hartford County,417300,32,21,22,24,8,9,8,13,20,23,8,9,1,0,12,3,14,18,24,0,12,0,12,0,12,3,14,0,12,0,12,,,,
